user_id	feature	counts
d1e368a7d2870eb6fbf6e0d350568a2d	storytimes	31
d1e368a7d2870eb6fbf6e0d350568a2d	book	17
5dae9312c2c606a96efe33e0fd68c4a1	story	13
66a93fab93aa0d1c64692ba0eebbbc4c	world	13
66a93fab93aa0d1c64692ba0eebbbc4c	people	13
66a93fab93aa0d1c64692ba0eebbbc4c	way	12
66a93fab93aa0d1c64692ba0eebbbc4c	century	14
66a93fab93aa0d1c64692ba0eebbbc4c	book	12
66a93fab93aa0d1c64692ba0eebbbc4c	place	13
66a93fab93aa0d1c64692ba0eebbbc4c	time	11
66a93fab93aa0d1c64692ba0eebbbc4c	story	11
66a93fab93aa0d1c64692ba0eebbbc4c	pick	12
806483fde2745285a7e37e3f46396baf	story	18
7bf95b198750691bb5c3e06ef97ead66	review	15
7bf95b198750691bb5c3e06ef97ead66	story	11
7bf95b198750691bb5c3e06ef97ead66	book	16
7bf95b198750691bb5c3e06ef97ead66	read	14
7bf95b198750691bb5c3e06ef97ead66	characters	17
77969c5a0915253cfee1ad1ad2f4f5a8	book	14
77969c5a0915253cfee1ad1ad2f4f5a8	series	11
77969c5a0915253cfee1ad1ad2f4f5a8	story	15
31de1c084dda09b5017ebb20b2907ff3	characters	11
3552dec839761aecf093ccd24be49f7c	read	47
3552dec839761aecf093ccd24be49f7c	book	23
3552dec839761aecf093ccd24be49f7c	friend	12
3552dec839761aecf093ccd24be49f7c	time	16
3552dec839761aecf093ccd24be49f7c	way	13
3552dec839761aecf093ccd24be49f7c	story	36
3552dec839761aecf093ccd24be49f7c	men	16
3552dec839761aecf093ccd24be49f7c	man	26
3552dec839761aecf093ccd24be49f7c	multitaskingmomma	11
3552dec839761aecf093ccd24be49f7c	characters	11
3552dec839761aecf093ccd24be49f7c	lot	11
3552dec839761aecf093ccd24be49f7c	world	13
3552dec839761aecf093ccd24be49f7c	romance	11
46b3ef65dd81e5baa0f9f5e0215e3db6	book	15
35ecb47b3ce6fd9a83a9cd8b3f9274d9	book	11
35ecb47b3ce6fd9a83a9cd8b3f9274d9	readers	13
35ecb47b3ce6fd9a83a9cd8b3f9274d9	illustrations	15
13f48b5d4d762c7d92d7b398b8f0830e	story	14
13f48b5d4d762c7d92d7b398b8f0830e	review	14
ff6d428e075e07702736c9d047b2c046	children	12
ff6d428e075e07702736c9d047b2c046	book	25
ff6d428e075e07702736c9d047b2c046	story	17
ff6d428e075e07702736c9d047b2c046	subject	23
ff6d428e075e07702736c9d047b2c046	tale	12
ff6d428e075e07702736c9d047b2c046	fiction	18
ff6d428e075e07702736c9d047b2c046	books	11
97e2ce2141fa1c880967d78aec3c14fa	job	11
97e2ce2141fa1c880967d78aec3c14fa	illustrations	17
97e2ce2141fa1c880967d78aec3c14fa	book	40
97e2ce2141fa1c880967d78aec3c14fa	books	15
97e2ce2141fa1c880967d78aec3c14fa	read	38
97e2ce2141fa1c880967d78aec3c14fa	story	29
97e2ce2141fa1c880967d78aec3c14fa	girl	14
97e2ce2141fa1c880967d78aec3c14fa	text	11
97e2ce2141fa1c880967d78aec3c14fa	character	11
97e2ce2141fa1c880967d78aec3c14fa	artwork	12
d946a9aaa488924227a587c91564a484	story	32
d946a9aaa488924227a587c91564a484	book	19
9a2547269111da2cacc07686f13ade90	posts	18
3b03b0e3350e312351cb0c5e7899a1f0	man	22
3b03b0e3350e312351cb0c5e7899a1f0	time	26
3b03b0e3350e312351cb0c5e7899a1f0	way	26
3b03b0e3350e312351cb0c5e7899a1f0	read	23
3b03b0e3350e312351cb0c5e7899a1f0	world	12
3b03b0e3350e312351cb0c5e7899a1f0	love	12
3b03b0e3350e312351cb0c5e7899a1f0	heroine	13
3b03b0e3350e312351cb0c5e7899a1f0	aspects	17
3b03b0e3350e312351cb0c5e7899a1f0	characters	22
3b03b0e3350e312351cb0c5e7899a1f0	woman	36
3b03b0e3350e312351cb0c5e7899a1f0	books	15
3b03b0e3350e312351cb0c5e7899a1f0	life	23
3b03b0e3350e312351cb0c5e7899a1f0	romance	29
3b03b0e3350e312351cb0c5e7899a1f0	hero	32
3b03b0e3350e312351cb0c5e7899a1f0	person	20
3b03b0e3350e312351cb0c5e7899a1f0	thing	28
3b03b0e3350e312351cb0c5e7899a1f0	relationship	11
3b03b0e3350e312351cb0c5e7899a1f0	story	18
3b03b0e3350e312351cb0c5e7899a1f0	people	13
3b03b0e3350e312351cb0c5e7899a1f0	novel	13
3b03b0e3350e312351cb0c5e7899a1f0	book	50
3b03b0e3350e312351cb0c5e7899a1f0	rating	26
3b03b0e3350e312351cb0c5e7899a1f0	character	13
3b03b0e3350e312351cb0c5e7899a1f0	series	12
3b03b0e3350e312351cb0c5e7899a1f0	elements	11
3b03b0e3350e312351cb0c5e7899a1f0	side	12
3b03b0e3350e312351cb0c5e7899a1f0	things	13
3b03b0e3350e312351cb0c5e7899a1f0	guy	12
fdc4c95ff61ed6f9b80992502e8fdc8a	friend	15
fdc4c95ff61ed6f9b80992502e8fdc8a	author	12
fdc4c95ff61ed6f9b80992502e8fdc8a	novel	14
fdc4c95ff61ed6f9b80992502e8fdc8a	book	35
fdc4c95ff61ed6f9b80992502e8fdc8a	people	12
fdc4c95ff61ed6f9b80992502e8fdc8a	romance	22
fdc4c95ff61ed6f9b80992502e8fdc8a	thing	13
fdc4c95ff61ed6f9b80992502e8fdc8a	story	17
fdc4c95ff61ed6f9b80992502e8fdc8a	time	22
fdc4c95ff61ed6f9b80992502e8fdc8a	books	13
fdc4c95ff61ed6f9b80992502e8fdc8a	character	24
fdc4c95ff61ed6f9b80992502e8fdc8a	read	20
3442b933265f6cdb7823c13514df3800	book	11
c6b118db533688db40bf2c8a655e7e49	woman	11
b11fb9f8b16ed8c8021fcc2a193a6016	book	51
b11fb9f8b16ed8c8021fcc2a193a6016	story	30
b11fb9f8b16ed8c8021fcc2a193a6016	time	13
b11fb9f8b16ed8c8021fcc2a193a6016	read	12
b11fb9f8b16ed8c8021fcc2a193a6016	romance	16
b11fb9f8b16ed8c8021fcc2a193a6016	characters	13
b7a0f2b922281a2d25b45800090ad267	hero	20
b7a0f2b922281a2d25b45800090ad267	story	30
b7a0f2b922281a2d25b45800090ad267	read	22
b7a0f2b922281a2d25b45800090ad267	man	12
b7a0f2b922281a2d25b45800090ad267	heroine	17
75c154ce8c3de9167f31a09a585b1b2b	story	15
75c154ce8c3de9167f31a09a585b1b2b	girl	11
b84d376e513dc25d2dab070bffe0a97a	read	18
b84d376e513dc25d2dab070bffe0a97a	book	12
b84d376e513dc25d2dab070bffe0a97a	story	13
1e7fd0f2ea425b35f5c07a2000095fe0	story	13
137baad6525a850f81dfd44a53a0c91f	book	12
666a01111f672fb40ea1cb59ba77e1c8	book	32
666a01111f672fb40ea1cb59ba77e1c8	guy	11
666a01111f672fb40ea1cb59ba77e1c8	thing	15
666a01111f672fb40ea1cb59ba77e1c8	guys	11
666a01111f672fb40ea1cb59ba77e1c8	way	12
666a01111f672fb40ea1cb59ba77e1c8	man	13
666a01111f672fb40ea1cb59ba77e1c8	story	25
666a01111f672fb40ea1cb59ba77e1c8	ending	16
666a01111f672fb40ea1cb59ba77e1c8	characters	13
666a01111f672fb40ea1cb59ba77e1c8	time	11
666a01111f672fb40ea1cb59ba77e1c8	people	15
666a01111f672fb40ea1cb59ba77e1c8	stuff	12
666a01111f672fb40ea1cb59ba77e1c8	character	11
f6dba3d3113eb51e3ec1b76bf79c2257	review	70
f6dba3d3113eb51e3ec1b76bf79c2257	story	35
f6dba3d3113eb51e3ec1b76bf79c2257	book	53
f6dba3d3113eb51e3ec1b76bf79c2257	reading	25
f6dba3d3113eb51e3ec1b76bf79c2257	time	24
f6dba3d3113eb51e3ec1b76bf79c2257	character	18
f6dba3d3113eb51e3ec1b76bf79c2257	characters	14
0223a9592bfaf2edce5a348a293c254b	review	69
0223a9592bfaf2edce5a348a293c254b	suspense	16
0223a9592bfaf2edce5a348a293c254b	chemistry	11
0223a9592bfaf2edce5a348a293c254b	installment	16
0223a9592bfaf2edce5a348a293c254b	hero	16
0223a9592bfaf2edce5a348a293c254b	friend	19
0223a9592bfaf2edce5a348a293c254b	emotions	20
0223a9592bfaf2edce5a348a293c254b	side	12
0223a9592bfaf2edce5a348a293c254b	read	43
0223a9592bfaf2edce5a348a293c254b	book	28
0223a9592bfaf2edce5a348a293c254b	romance	39
0223a9592bfaf2edce5a348a293c254b	man	16
0223a9592bfaf2edce5a348a293c254b	tale	12
0223a9592bfaf2edce5a348a293c254b	chances	16
0223a9592bfaf2edce5a348a293c254b	characters	15
0223a9592bfaf2edce5a348a293c254b	job	13
0223a9592bfaf2edce5a348a293c254b	story	21
0223a9592bfaf2edce5a348a293c254b	chance	15
0223a9592bfaf2edce5a348a293c254b	love	18
0223a9592bfaf2edce5a348a293c254b	girl	16
972ad7e9462c5c68850a5a78e31d2f7c	books	22
972ad7e9462c5c68850a5a78e31d2f7c	characters	30
972ad7e9462c5c68850a5a78e31d2f7c	book	53
972ad7e9462c5c68850a5a78e31d2f7c	pleasure	17
972ad7e9462c5c68850a5a78e31d2f7c	review	65
972ad7e9462c5c68850a5a78e31d2f7c	time	11
972ad7e9462c5c68850a5a78e31d2f7c	thing	11
972ad7e9462c5c68850a5a78e31d2f7c	read	23
972ad7e9462c5c68850a5a78e31d2f7c	story	16
972ad7e9462c5c68850a5a78e31d2f7c	half	11
972ad7e9462c5c68850a5a78e31d2f7c	woman	11
60debf1879d7e010429dd8d2e1305049	book	39
60debf1879d7e010429dd8d2e1305049	woman	18
60debf1879d7e010429dd8d2e1305049	man	13
e44064f3fc12b49147d7c380e75fe458	book	35
e44064f3fc12b49147d7c380e75fe458	woman	42
e44064f3fc12b49147d7c380e75fe458	review	29
e44064f3fc12b49147d7c380e75fe458	story	28
e44064f3fc12b49147d7c380e75fe458	parts	11
e44064f3fc12b49147d7c380e75fe458	job	20
e44064f3fc12b49147d7c380e75fe458	man	12
e44064f3fc12b49147d7c380e75fe458	boy	19
121a631beecee66bf9f0760a2c3e3565	readers	32
121a631beecee66bf9f0760a2c3e3565	story	37
121a631beecee66bf9f0760a2c3e3565	book	46
121a631beecee66bf9f0760a2c3e3565	characters	19
121a631beecee66bf9f0760a2c3e3565	sex	14
121a631beecee66bf9f0760a2c3e3565	page	18
121a631beecee66bf9f0760a2c3e3565	scenes	22
121a631beecee66bf9f0760a2c3e3565	read	33
121a631beecee66bf9f0760a2c3e3565	review	30
121a631beecee66bf9f0760a2c3e3565	line	16
121a631beecee66bf9f0760a2c3e3565	chemistry	14
02fe8f1c1f1a8e7ea5aebe3efb146c40	book	36
02fe8f1c1f1a8e7ea5aebe3efb146c40	writer	17
73528fe135be6cbe953433c0c87a2238	story	18
410e2d7f3923cb03a907cb7497685877	book	22
2e3b603c107e84fccfd7ac1771e26e7e	characters	11
2e3b603c107e84fccfd7ac1771e26e7e	man	15
2e3b603c107e84fccfd7ac1771e26e7e	story	12
2e3b603c107e84fccfd7ac1771e26e7e	romance	11
b3656dfbb58c6eeade406da7f8bd2007	book	12
b3656dfbb58c6eeade406da7f8bd2007	read	14
2cf859f98d09c2ea33460f9d9ac2b525	thoughts	20
2cf859f98d09c2ea33460f9d9ac2b525	chapter	16
2cf859f98d09c2ea33460f9d9ac2b525	book	16
2cf859f98d09c2ea33460f9d9ac2b525	starter	13
2cf859f98d09c2ea33460f9d9ac2b525	level	12
116309f4a65a6a2925296a3f04a2fb56	book	14
116309f4a65a6a2925296a3f04a2fb56	characters	15
116309f4a65a6a2925296a3f04a2fb56	romance	13
94199afe01aece862556f6ddeed67fa5	read	14
26f45c5823ba40d79ffb8d4c2a74b7e2	book	13
2120d90433c242c1bebc3973e8eadf6c	book	38
68f9915717ccc347b5f46f1b11ec40fe	things	11
68f9915717ccc347b5f46f1b11ec40fe	series	13
68f9915717ccc347b5f46f1b11ec40fe	book	28
68f9915717ccc347b5f46f1b11ec40fe	story	38
68f9915717ccc347b5f46f1b11ec40fe	thing	16
68f9915717ccc347b5f46f1b11ec40fe	part	12
68f9915717ccc347b5f46f1b11ec40fe	man	23
8fc8e7aebcebdf193b97790296145fdd	read	12
8fc8e7aebcebdf193b97790296145fdd	friends	15
8fc8e7aebcebdf193b97790296145fdd	family	13
8fc8e7aebcebdf193b97790296145fdd	guy	14
7c175dcf1465ed40407e2b0a17797cec	book	11
7c175dcf1465ed40407e2b0a17797cec	man	11
6dcb71b67c96f5f25982c4f3147f2bcb	book	12
6dcb71b67c96f5f25982c4f3147f2bcb	story	11
4ad272c41af8a81a381278a7587d14a9	time	14
4ad272c41af8a81a381278a7587d14a9	book	32
4ad272c41af8a81a381278a7587d14a9	books	13
4ad272c41af8a81a381278a7587d14a9	story	18
4ad272c41af8a81a381278a7587d14a9	series	15
4ad272c41af8a81a381278a7587d14a9	read	14
bb1266acd6c2c326f42ac083a4e5ae80	story	14
f9a9c93d44b92bba276e4e4dd6782f02	story	51
f9a9c93d44b92bba276e4e4dd6782f02	characters	13
f9a9c93d44b92bba276e4e4dd6782f02	read	16
3b08de7fa9b6d6aecbfe126f6541385f	story	16
3b08de7fa9b6d6aecbfe126f6541385f	book	11
521b23f9ec29d42f9b4ca70111b36a80	book	11
521b23f9ec29d42f9b4ca70111b36a80	bit	11
2138f2f7e5d766220af5a36e7dc0c9e1	character	17
880dc69f3de6d55a0623d61dedd49868	character	20
880dc69f3de6d55a0623d61dedd49868	characters	21
880dc69f3de6d55a0623d61dedd49868	book	51
880dc69f3de6d55a0623d61dedd49868	books	12
a0eccc466d82ec5dd639152b5bff6504	book	32
a0eccc466d82ec5dd639152b5bff6504	series	13
a0eccc466d82ec5dd639152b5bff6504	review	17
d85f8e45378e9debf21ed23f4d58bca5	character	12
aca760854b57ce2ec981df32e46dc96c	story	42
aca760854b57ce2ec981df32e46dc96c	book	23
aca760854b57ce2ec981df32e46dc96c	read	12
ede9b6532ff8797db2dcd404e1678ffb	book	12
e4443e02cb712a723f1b7738ae62a69b	book	11
db8cce925ef72705be29e36cd3fc91d8	book	13
45585c814e7ea5d0d13f3a95b94f0abd	novel	15
a4d961f4114b516b574e0a5d09ae2b73	book	20
9839dd7ff6e34a5fad84698742cf68df	job	11
9839dd7ff6e34a5fad84698742cf68df	book	35
9839dd7ff6e34a5fad84698742cf68df	character	43
9839dd7ff6e34a5fad84698742cf68df	review	14
9839dd7ff6e34a5fad84698742cf68df	characters	11
9839dd7ff6e34a5fad84698742cf68df	romance	14
9f66cc6896cc82574d8b52c19d48fef2	book	11
763dc2fc41296fe70686762acf18b182	review	13
9c692e44fab3d5ca585cf282344f18e1	story	76
9c692e44fab3d5ca585cf282344f18e1	read	85
9c692e44fab3d5ca585cf282344f18e1	characters	51
9c692e44fab3d5ca585cf282344f18e1	friends	12
9c692e44fab3d5ca585cf282344f18e1	book	23
9c692e44fab3d5ca585cf282344f18e1	series	13
9c692e44fab3d5ca585cf282344f18e1	times	12
9c692e44fab3d5ca585cf282344f18e1	romance	18
9c692e44fab3d5ca585cf282344f18e1	time	12
9c692e44fab3d5ca585cf282344f18e1	thing	12
9c692e44fab3d5ca585cf282344f18e1	woman	13
9c692e44fab3d5ca585cf282344f18e1	town	15
ddb35fd0fbb0b71f2fa56d1e26633e8f	book	24
35c1a8330df4f54e11252ff691bd6124	book	12
391aeba1b5aa34bde5eb1ae2285a18a2	book	16
395934a50d7a4099c0e846a956cdbf30	book	22
395934a50d7a4099c0e846a956cdbf30	part	11
ec9e402fe24629aa8f12f50951b30cdb	book	12
cf2ad2e31a8e06aeed9740ddece95db9	way	11
cf2ad2e31a8e06aeed9740ddece95db9	book	11
9659f9767df3bc58d8f1cd31af2a48a0	book	28
9659f9767df3bc58d8f1cd31af2a48a0	character	11
9659f9767df3bc58d8f1cd31af2a48a0	review	12
