user_id	item_id	rating
4922591667fd3e8adc0c5e3d42cf557a	17399160	3.0
4922591667fd3e8adc0c5e3d42cf557a	27071490	4.75
4922591667fd3e8adc0c5e3d42cf557a	13623150	4.25
4922591667fd3e8adc0c5e3d42cf557a	22431039	4.25
4922591667fd3e8adc0c5e3d42cf557a	9416	3.75
4922591667fd3e8adc0c5e3d42cf557a	8573642	1.25
4922591667fd3e8adc0c5e3d42cf557a	28484366	2.25
4922591667fd3e8adc0c5e3d42cf557a	11588	5.0
4922591667fd3e8adc0c5e3d42cf557a	10967	2.25
4922591667fd3e8adc0c5e3d42cf557a	18464441	2.25
4922591667fd3e8adc0c5e3d42cf557a	23766634	1.25
4922591667fd3e8adc0c5e3d42cf557a	28214365	1.75
4922591667fd3e8adc0c5e3d42cf557a	28243032	2.5
4922591667fd3e8adc0c5e3d42cf557a	25251757	4.75
4922591667fd3e8adc0c5e3d42cf557a	15815400	4.75
4922591667fd3e8adc0c5e3d42cf557a	18404248	4.25
4922591667fd3e8adc0c5e3d42cf557a	77661	1.75
4922591667fd3e8adc0c5e3d42cf557a	13486632	2.0
4922591667fd3e8adc0c5e3d42cf557a	115076	1.25
4922591667fd3e8adc0c5e3d42cf557a	7945049	2.75
4922591667fd3e8adc0c5e3d42cf557a	21953012	3.75
4922591667fd3e8adc0c5e3d42cf557a	23354073	3.5
4922591667fd3e8adc0c5e3d42cf557a	23348621	1.5
4922591667fd3e8adc0c5e3d42cf557a	68427	2.0
4922591667fd3e8adc0c5e3d42cf557a	315425	3.5
9003d274774f4c47e62f77600b08ac1d	16068905	3.25
9003d274774f4c47e62f77600b08ac1d	2213661	4.25
9003d274774f4c47e62f77600b08ac1d	6218281	2.5
9003d274774f4c47e62f77600b08ac1d	8667848	2.0
9003d274774f4c47e62f77600b08ac1d	15818107	1.25
9003d274774f4c47e62f77600b08ac1d	18293427	4.25
9003d274774f4c47e62f77600b08ac1d	6482837	2.25
9003d274774f4c47e62f77600b08ac1d	12812550	2.75
9003d274774f4c47e62f77600b08ac1d	5310515	2.0
9003d274774f4c47e62f77600b08ac1d	5060378	2.0
9003d274774f4c47e62f77600b08ac1d	11857408	1.75
9003d274774f4c47e62f77600b08ac1d	25573737	4.75
9003d274774f4c47e62f77600b08ac1d	1232	3.0
9003d274774f4c47e62f77600b08ac1d	15749186	1.0
9003d274774f4c47e62f77600b08ac1d	17061	3.25
9003d274774f4c47e62f77600b08ac1d	118944	4.75
9003d274774f4c47e62f77600b08ac1d	7686667	2.75
9003d274774f4c47e62f77600b08ac1d	2118745	1.0
9003d274774f4c47e62f77600b08ac1d	16151178	5.0
9003d274774f4c47e62f77600b08ac1d	18693716	1.75
9003d274774f4c47e62f77600b08ac1d	20564453	2.5
9003d274774f4c47e62f77600b08ac1d	285205	1.5
9003d274774f4c47e62f77600b08ac1d	16171291	2.5
9003d274774f4c47e62f77600b08ac1d	6437061	2.75
9003d274774f4c47e62f77600b08ac1d	5161066	2.5
9003d274774f4c47e62f77600b08ac1d	2168860	2.5
9003d274774f4c47e62f77600b08ac1d	16150996	3.5
9003d274774f4c47e62f77600b08ac1d	11381643	2.25
9003d274774f4c47e62f77600b08ac1d	100915	1.25
9003d274774f4c47e62f77600b08ac1d	8537327	4.25
9003d274774f4c47e62f77600b08ac1d	27083865	1.0
9003d274774f4c47e62f77600b08ac1d	1898	3.0
9003d274774f4c47e62f77600b08ac1d	101299	1.0
9003d274774f4c47e62f77600b08ac1d	17572903	4.5
9003d274774f4c47e62f77600b08ac1d	4137	2.5
9003d274774f4c47e62f77600b08ac1d	21853633	4.0
9003d274774f4c47e62f77600b08ac1d	304027	4.0
9003d274774f4c47e62f77600b08ac1d	16109563	3.5
9003d274774f4c47e62f77600b08ac1d	8306761	2.0
9003d274774f4c47e62f77600b08ac1d	26245850	3.25
9003d274774f4c47e62f77600b08ac1d	8709526	1.0
9003d274774f4c47e62f77600b08ac1d	6609765	3.75
9003d274774f4c47e62f77600b08ac1d	50	2.25
9003d274774f4c47e62f77600b08ac1d	28449257	1.25
9003d274774f4c47e62f77600b08ac1d	140075	5.0
9003d274774f4c47e62f77600b08ac1d	232576	1.5
9003d274774f4c47e62f77600b08ac1d	17372058	3.0
9003d274774f4c47e62f77600b08ac1d	17560674	2.75
9003d274774f4c47e62f77600b08ac1d	6366437	3.5
9003d274774f4c47e62f77600b08ac1d	13312527	3.5
9003d274774f4c47e62f77600b08ac1d	12127750	2.75
9003d274774f4c47e62f77600b08ac1d	21943246	2.5
9003d274774f4c47e62f77600b08ac1d	5890	4.25
9003d274774f4c47e62f77600b08ac1d	8356487	5.0
9003d274774f4c47e62f77600b08ac1d	60931	3.0
9003d274774f4c47e62f77600b08ac1d	24806344	3.0
9003d274774f4c47e62f77600b08ac1d	16085481	3.0
9003d274774f4c47e62f77600b08ac1d	21965107	1.75
9003d274774f4c47e62f77600b08ac1d	4447622	2.25
9003d274774f4c47e62f77600b08ac1d	3817859	4.0
9003d274774f4c47e62f77600b08ac1d	16099159	3.75
9003d274774f4c47e62f77600b08ac1d	11861062	1.75
9003d274774f4c47e62f77600b08ac1d	21325	2.5
9003d274774f4c47e62f77600b08ac1d	27556157	5.0
9003d274774f4c47e62f77600b08ac1d	3591262	4.0
9003d274774f4c47e62f77600b08ac1d	22571275	1.25
9003d274774f4c47e62f77600b08ac1d	8559047	4.25
9003d274774f4c47e62f77600b08ac1d	2248573	2.5
9003d274774f4c47e62f77600b08ac1d	676924	3.75
9003d274774f4c47e62f77600b08ac1d	20307478	4.75
9003d274774f4c47e62f77600b08ac1d	8428195	2.0
9003d274774f4c47e62f77600b08ac1d	18816603	4.5
9003d274774f4c47e62f77600b08ac1d	17399160	3.0
9003d274774f4c47e62f77600b08ac1d	27071490	2.75
9003d274774f4c47e62f77600b08ac1d	13623150	3.25
9003d274774f4c47e62f77600b08ac1d	22431039	3.75
9003d274774f4c47e62f77600b08ac1d	9416	3.5
9003d274774f4c47e62f77600b08ac1d	8573642	4.5
9003d274774f4c47e62f77600b08ac1d	28484366	1.0
9003d274774f4c47e62f77600b08ac1d	18464441	4.0
9003d274774f4c47e62f77600b08ac1d	23766634	2.75
9003d274774f4c47e62f77600b08ac1d	28214365	2.5
9003d274774f4c47e62f77600b08ac1d	28243032	4.0
9003d274774f4c47e62f77600b08ac1d	25251757	3.75
9003d274774f4c47e62f77600b08ac1d	18404248	4.0
9003d274774f4c47e62f77600b08ac1d	77661	3.0
9003d274774f4c47e62f77600b08ac1d	13486632	2.75
9003d274774f4c47e62f77600b08ac1d	7945049	3.25
9003d274774f4c47e62f77600b08ac1d	21953012	2.75
9003d274774f4c47e62f77600b08ac1d	23354073	2.25
9003d274774f4c47e62f77600b08ac1d	23348621	4.75
9003d274774f4c47e62f77600b08ac1d	68427	4.0
9003d274774f4c47e62f77600b08ac1d	315425	4.5
8e7e5b546a63cb9add8431ee6914cf59	16068905	4.5
8e7e5b546a63cb9add8431ee6914cf59	2213661	4.75
8e7e5b546a63cb9add8431ee6914cf59	6218281	1.5
8e7e5b546a63cb9add8431ee6914cf59	8667848	2.75
8e7e5b546a63cb9add8431ee6914cf59	15818107	3.0
8e7e5b546a63cb9add8431ee6914cf59	18293427	1.75
8e7e5b546a63cb9add8431ee6914cf59	6482837	3.0
8e7e5b546a63cb9add8431ee6914cf59	12812550	3.0
8e7e5b546a63cb9add8431ee6914cf59	5310515	1.5
8e7e5b546a63cb9add8431ee6914cf59	5060378	3.75
8e7e5b546a63cb9add8431ee6914cf59	11857408	2.25
8e7e5b546a63cb9add8431ee6914cf59	25573737	3.75
8e7e5b546a63cb9add8431ee6914cf59	1232	3.5
8e7e5b546a63cb9add8431ee6914cf59	15749186	2.75
8e7e5b546a63cb9add8431ee6914cf59	17061	2.75
8e7e5b546a63cb9add8431ee6914cf59	118944	4.25
8e7e5b546a63cb9add8431ee6914cf59	7686667	4.0
8e7e5b546a63cb9add8431ee6914cf59	2118745	4.25
8e7e5b546a63cb9add8431ee6914cf59	16151178	1.75
8e7e5b546a63cb9add8431ee6914cf59	18693716	2.75
8e7e5b546a63cb9add8431ee6914cf59	20564453	2.25
8e7e5b546a63cb9add8431ee6914cf59	285205	1.0
8e7e5b546a63cb9add8431ee6914cf59	16171291	2.25
8e7e5b546a63cb9add8431ee6914cf59	6437061	4.0
8e7e5b546a63cb9add8431ee6914cf59	5161066	2.5
8e7e5b546a63cb9add8431ee6914cf59	2168860	1.25
8e7e5b546a63cb9add8431ee6914cf59	16150996	3.0
8e7e5b546a63cb9add8431ee6914cf59	11381643	3.75
8e7e5b546a63cb9add8431ee6914cf59	100915	3.75
8e7e5b546a63cb9add8431ee6914cf59	8537327	2.75
8e7e5b546a63cb9add8431ee6914cf59	1898	1.0
8e7e5b546a63cb9add8431ee6914cf59	101299	1.5
8e7e5b546a63cb9add8431ee6914cf59	17572903	1.75
8e7e5b546a63cb9add8431ee6914cf59	4137	3.0
8e7e5b546a63cb9add8431ee6914cf59	304027	4.0
8e7e5b546a63cb9add8431ee6914cf59	16109563	4.5
8e7e5b546a63cb9add8431ee6914cf59	8306761	2.25
8e7e5b546a63cb9add8431ee6914cf59	26245850	5.0
8e7e5b546a63cb9add8431ee6914cf59	8709526	5.0
8e7e5b546a63cb9add8431ee6914cf59	6609765	1.75
8e7e5b546a63cb9add8431ee6914cf59	50	1.75
8e7e5b546a63cb9add8431ee6914cf59	140075	2.75
8e7e5b546a63cb9add8431ee6914cf59	232576	1.5
8e7e5b546a63cb9add8431ee6914cf59	17372058	2.25
8e7e5b546a63cb9add8431ee6914cf59	17560674	1.5
8e7e5b546a63cb9add8431ee6914cf59	6366437	2.25
8e7e5b546a63cb9add8431ee6914cf59	13312527	2.5
8e7e5b546a63cb9add8431ee6914cf59	12127750	1.0
8e7e5b546a63cb9add8431ee6914cf59	21943246	1.75
8e7e5b546a63cb9add8431ee6914cf59	5890	1.25
8e7e5b546a63cb9add8431ee6914cf59	8356487	2.25
8e7e5b546a63cb9add8431ee6914cf59	17801656	5.0
8e7e5b546a63cb9add8431ee6914cf59	60931	4.25
8e7e5b546a63cb9add8431ee6914cf59	24806344	3.0
8e7e5b546a63cb9add8431ee6914cf59	16085481	4.75
8e7e5b546a63cb9add8431ee6914cf59	21965107	3.5
8e7e5b546a63cb9add8431ee6914cf59	4447622	4.75
8e7e5b546a63cb9add8431ee6914cf59	3817859	3.25
8e7e5b546a63cb9add8431ee6914cf59	16099159	1.75
8e7e5b546a63cb9add8431ee6914cf59	11861062	2.25
8e7e5b546a63cb9add8431ee6914cf59	21325	3.5
8e7e5b546a63cb9add8431ee6914cf59	27556157	1.0
8e7e5b546a63cb9add8431ee6914cf59	3591262	2.5
8e7e5b546a63cb9add8431ee6914cf59	18240407	3.0
8e7e5b546a63cb9add8431ee6914cf59	22571275	1.25
8e7e5b546a63cb9add8431ee6914cf59	8559047	1.0
8e7e5b546a63cb9add8431ee6914cf59	2248573	1.5
8e7e5b546a63cb9add8431ee6914cf59	676924	1.0
8e7e5b546a63cb9add8431ee6914cf59	8428195	3.75
8e7e5b546a63cb9add8431ee6914cf59	18816603	3.25
8e7e5b546a63cb9add8431ee6914cf59	17399160	3.5
8e7e5b546a63cb9add8431ee6914cf59	27071490	5.0
8e7e5b546a63cb9add8431ee6914cf59	13623150	3.25
8e7e5b546a63cb9add8431ee6914cf59	22431039	3.75
8e7e5b546a63cb9add8431ee6914cf59	9416	3.0
8e7e5b546a63cb9add8431ee6914cf59	8573642	4.0
8e7e5b546a63cb9add8431ee6914cf59	11588	1.0
8e7e5b546a63cb9add8431ee6914cf59	10967	5.0
8e7e5b546a63cb9add8431ee6914cf59	18464441	3.25
8e7e5b546a63cb9add8431ee6914cf59	23766634	1.75
8e7e5b546a63cb9add8431ee6914cf59	28214365	2.5
8e7e5b546a63cb9add8431ee6914cf59	28243032	3.5
8e7e5b546a63cb9add8431ee6914cf59	25251757	3.25
8e7e5b546a63cb9add8431ee6914cf59	18404248	4.0
8e7e5b546a63cb9add8431ee6914cf59	77661	5.0
8e7e5b546a63cb9add8431ee6914cf59	13486632	1.0
8e7e5b546a63cb9add8431ee6914cf59	115076	5.0
8e7e5b546a63cb9add8431ee6914cf59	7945049	1.5
8e7e5b546a63cb9add8431ee6914cf59	21953012	5.0
8e7e5b546a63cb9add8431ee6914cf59	23348621	5.0
8e7e5b546a63cb9add8431ee6914cf59	68427	4.25
8e7e5b546a63cb9add8431ee6914cf59	315425	1.25
97e2ce2141fa1c880967d78aec3c14fa	16068905	2.25
97e2ce2141fa1c880967d78aec3c14fa	2213661	1.75
97e2ce2141fa1c880967d78aec3c14fa	8667848	1.75
97e2ce2141fa1c880967d78aec3c14fa	15818107	1.0
97e2ce2141fa1c880967d78aec3c14fa	18293427	1.75
97e2ce2141fa1c880967d78aec3c14fa	6482837	1.75
97e2ce2141fa1c880967d78aec3c14fa	12812550	4.75
97e2ce2141fa1c880967d78aec3c14fa	5310515	1.75
97e2ce2141fa1c880967d78aec3c14fa	5060378	4.5
97e2ce2141fa1c880967d78aec3c14fa	11857408	1.5
97e2ce2141fa1c880967d78aec3c14fa	25573737	3.5
97e2ce2141fa1c880967d78aec3c14fa	1232	2.0
97e2ce2141fa1c880967d78aec3c14fa	15749186	4.75
97e2ce2141fa1c880967d78aec3c14fa	17061	3.5
97e2ce2141fa1c880967d78aec3c14fa	118944	2.0
97e2ce2141fa1c880967d78aec3c14fa	7686667	4.75
97e2ce2141fa1c880967d78aec3c14fa	2118745	2.25
97e2ce2141fa1c880967d78aec3c14fa	16151178	4.0
97e2ce2141fa1c880967d78aec3c14fa	18693716	2.75
97e2ce2141fa1c880967d78aec3c14fa	20564453	2.0
97e2ce2141fa1c880967d78aec3c14fa	285205	4.25
97e2ce2141fa1c880967d78aec3c14fa	16171291	2.5
97e2ce2141fa1c880967d78aec3c14fa	6437061	2.75
97e2ce2141fa1c880967d78aec3c14fa	5161066	1.5
97e2ce2141fa1c880967d78aec3c14fa	2168860	4.0
97e2ce2141fa1c880967d78aec3c14fa	16150996	1.5
97e2ce2141fa1c880967d78aec3c14fa	8537327	1.5
97e2ce2141fa1c880967d78aec3c14fa	27083865	1.25
97e2ce2141fa1c880967d78aec3c14fa	1898	2.25
97e2ce2141fa1c880967d78aec3c14fa	101299	2.25
97e2ce2141fa1c880967d78aec3c14fa	17572903	4.25
97e2ce2141fa1c880967d78aec3c14fa	4137	4.5
97e2ce2141fa1c880967d78aec3c14fa	21853633	4.0
97e2ce2141fa1c880967d78aec3c14fa	304027	1.0
97e2ce2141fa1c880967d78aec3c14fa	16109563	4.25
97e2ce2141fa1c880967d78aec3c14fa	8306761	5.0
97e2ce2141fa1c880967d78aec3c14fa	26245850	4.25
97e2ce2141fa1c880967d78aec3c14fa	8709526	1.25
97e2ce2141fa1c880967d78aec3c14fa	6609765	1.25
97e2ce2141fa1c880967d78aec3c14fa	50	3.5
97e2ce2141fa1c880967d78aec3c14fa	140075	2.5
97e2ce2141fa1c880967d78aec3c14fa	17372058	4.25
97e2ce2141fa1c880967d78aec3c14fa	17560674	4.75
97e2ce2141fa1c880967d78aec3c14fa	6366437	4.75
97e2ce2141fa1c880967d78aec3c14fa	13312527	2.0
97e2ce2141fa1c880967d78aec3c14fa	12127750	1.25
97e2ce2141fa1c880967d78aec3c14fa	21943246	1.0
97e2ce2141fa1c880967d78aec3c14fa	5890	2.5
97e2ce2141fa1c880967d78aec3c14fa	8356487	3.75
97e2ce2141fa1c880967d78aec3c14fa	24806344	4.0
97e2ce2141fa1c880967d78aec3c14fa	16085481	3.75
97e2ce2141fa1c880967d78aec3c14fa	21965107	3.75
97e2ce2141fa1c880967d78aec3c14fa	4447622	4.25
97e2ce2141fa1c880967d78aec3c14fa	3817859	3.0
97e2ce2141fa1c880967d78aec3c14fa	16099159	3.25
97e2ce2141fa1c880967d78aec3c14fa	11861062	2.5
97e2ce2141fa1c880967d78aec3c14fa	27556157	5.0
97e2ce2141fa1c880967d78aec3c14fa	3591262	3.5
97e2ce2141fa1c880967d78aec3c14fa	18240407	4.75
97e2ce2141fa1c880967d78aec3c14fa	22571275	3.0
97e2ce2141fa1c880967d78aec3c14fa	8559047	5.0
97e2ce2141fa1c880967d78aec3c14fa	2248573	1.25
97e2ce2141fa1c880967d78aec3c14fa	676924	1.25
97e2ce2141fa1c880967d78aec3c14fa	20307478	1.0
97e2ce2141fa1c880967d78aec3c14fa	18816603	1.75
97e2ce2141fa1c880967d78aec3c14fa	17399160	3.0
97e2ce2141fa1c880967d78aec3c14fa	27071490	2.25
97e2ce2141fa1c880967d78aec3c14fa	13623150	4.5
97e2ce2141fa1c880967d78aec3c14fa	22431039	1.0
97e2ce2141fa1c880967d78aec3c14fa	9416	4.0
97e2ce2141fa1c880967d78aec3c14fa	8573642	2.5
97e2ce2141fa1c880967d78aec3c14fa	28484366	1.25
97e2ce2141fa1c880967d78aec3c14fa	11588	3.25
97e2ce2141fa1c880967d78aec3c14fa	23766634	3.25
97e2ce2141fa1c880967d78aec3c14fa	28214365	4.75
97e2ce2141fa1c880967d78aec3c14fa	28243032	1.75
97e2ce2141fa1c880967d78aec3c14fa	15815400	4.0
97e2ce2141fa1c880967d78aec3c14fa	18404248	4.5
97e2ce2141fa1c880967d78aec3c14fa	77661	3.0
97e2ce2141fa1c880967d78aec3c14fa	13486632	2.75
97e2ce2141fa1c880967d78aec3c14fa	7945049	1.75
97e2ce2141fa1c880967d78aec3c14fa	21953012	4.25
97e2ce2141fa1c880967d78aec3c14fa	23354073	2.75
97e2ce2141fa1c880967d78aec3c14fa	23348621	3.0
97e2ce2141fa1c880967d78aec3c14fa	68427	2.5
59151b639f247aa97fffd5c71701db29	16068905	3.5
59151b639f247aa97fffd5c71701db29	2213661	4.25
59151b639f247aa97fffd5c71701db29	6218281	1.25
59151b639f247aa97fffd5c71701db29	8667848	4.75
59151b639f247aa97fffd5c71701db29	15818107	3.0
59151b639f247aa97fffd5c71701db29	18293427	1.0
59151b639f247aa97fffd5c71701db29	6482837	1.0
59151b639f247aa97fffd5c71701db29	12812550	4.25
59151b639f247aa97fffd5c71701db29	5310515	2.5
59151b639f247aa97fffd5c71701db29	5060378	4.25
59151b639f247aa97fffd5c71701db29	11857408	1.75
59151b639f247aa97fffd5c71701db29	25573737	4.5
59151b639f247aa97fffd5c71701db29	1232	2.25
59151b639f247aa97fffd5c71701db29	15749186	3.25
59151b639f247aa97fffd5c71701db29	118944	1.5
59151b639f247aa97fffd5c71701db29	7686667	2.0
59151b639f247aa97fffd5c71701db29	2118745	4.75
59151b639f247aa97fffd5c71701db29	16151178	3.25
59151b639f247aa97fffd5c71701db29	18693716	4.75
59151b639f247aa97fffd5c71701db29	20564453	2.25
59151b639f247aa97fffd5c71701db29	6437061	2.5
59151b639f247aa97fffd5c71701db29	5161066	3.0
59151b639f247aa97fffd5c71701db29	2168860	4.25
59151b639f247aa97fffd5c71701db29	16150996	2.75
59151b639f247aa97fffd5c71701db29	11381643	3.25
59151b639f247aa97fffd5c71701db29	100915	1.75
59151b639f247aa97fffd5c71701db29	8537327	4.75
59151b639f247aa97fffd5c71701db29	27083865	3.25
59151b639f247aa97fffd5c71701db29	1898	4.75
59151b639f247aa97fffd5c71701db29	101299	3.5
59151b639f247aa97fffd5c71701db29	17572903	1.0
59151b639f247aa97fffd5c71701db29	4137	1.25
59151b639f247aa97fffd5c71701db29	21853633	4.5
59151b639f247aa97fffd5c71701db29	16109563	5.0
59151b639f247aa97fffd5c71701db29	8306761	4.0
59151b639f247aa97fffd5c71701db29	26245850	1.75
59151b639f247aa97fffd5c71701db29	8709526	4.5
59151b639f247aa97fffd5c71701db29	6609765	2.0
59151b639f247aa97fffd5c71701db29	50	3.0
59151b639f247aa97fffd5c71701db29	28449257	4.75
59151b639f247aa97fffd5c71701db29	10112885	3.0
59151b639f247aa97fffd5c71701db29	140075	4.5
59151b639f247aa97fffd5c71701db29	232576	1.0
59151b639f247aa97fffd5c71701db29	17372058	3.75
59151b639f247aa97fffd5c71701db29	17560674	4.75
59151b639f247aa97fffd5c71701db29	6366437	1.5
59151b639f247aa97fffd5c71701db29	13312527	5.0
59151b639f247aa97fffd5c71701db29	12127750	2.5
59151b639f247aa97fffd5c71701db29	21943246	1.0
59151b639f247aa97fffd5c71701db29	5890	1.25
59151b639f247aa97fffd5c71701db29	8356487	3.75
59151b639f247aa97fffd5c71701db29	17801656	4.25
59151b639f247aa97fffd5c71701db29	60931	4.5
59151b639f247aa97fffd5c71701db29	24806344	1.0
59151b639f247aa97fffd5c71701db29	16085481	2.0
59151b639f247aa97fffd5c71701db29	21965107	5.0
59151b639f247aa97fffd5c71701db29	4447622	4.5
59151b639f247aa97fffd5c71701db29	3817859	3.5
59151b639f247aa97fffd5c71701db29	16099159	3.75
59151b639f247aa97fffd5c71701db29	11861062	1.0
59151b639f247aa97fffd5c71701db29	27556157	2.75
59151b639f247aa97fffd5c71701db29	3591262	4.5
59151b639f247aa97fffd5c71701db29	18240407	1.75
59151b639f247aa97fffd5c71701db29	22571275	3.0
59151b639f247aa97fffd5c71701db29	8559047	3.75
59151b639f247aa97fffd5c71701db29	2248573	5.0
59151b639f247aa97fffd5c71701db29	20307478	3.75
59151b639f247aa97fffd5c71701db29	8428195	4.25
59151b639f247aa97fffd5c71701db29	18816603	1.0
59151b639f247aa97fffd5c71701db29	27071490	5.0
59151b639f247aa97fffd5c71701db29	13623150	2.5
59151b639f247aa97fffd5c71701db29	22431039	3.0
59151b639f247aa97fffd5c71701db29	9416	3.5
59151b639f247aa97fffd5c71701db29	8573642	4.5
59151b639f247aa97fffd5c71701db29	28484366	3.5
59151b639f247aa97fffd5c71701db29	11588	2.75
59151b639f247aa97fffd5c71701db29	10967	1.0
59151b639f247aa97fffd5c71701db29	18464441	1.25
59151b639f247aa97fffd5c71701db29	23766634	2.5
59151b639f247aa97fffd5c71701db29	28214365	1.25
59151b639f247aa97fffd5c71701db29	28243032	4.75
59151b639f247aa97fffd5c71701db29	25251757	4.5
59151b639f247aa97fffd5c71701db29	15815400	2.75
59151b639f247aa97fffd5c71701db29	18404248	3.25
59151b639f247aa97fffd5c71701db29	77661	4.5
59151b639f247aa97fffd5c71701db29	13486632	4.0
59151b639f247aa97fffd5c71701db29	115076	1.75
59151b639f247aa97fffd5c71701db29	7945049	3.0
59151b639f247aa97fffd5c71701db29	23354073	4.5
59151b639f247aa97fffd5c71701db29	23348621	3.75
59151b639f247aa97fffd5c71701db29	68427	4.0
59151b639f247aa97fffd5c71701db29	315425	4.75
b0ed09d14a462cb2d27327b87edf6f68	16068905	1.0
b0ed09d14a462cb2d27327b87edf6f68	2213661	1.5
b0ed09d14a462cb2d27327b87edf6f68	8667848	4.75
b0ed09d14a462cb2d27327b87edf6f68	15818107	1.0
b0ed09d14a462cb2d27327b87edf6f68	6482837	2.75
b0ed09d14a462cb2d27327b87edf6f68	12812550	1.25
b0ed09d14a462cb2d27327b87edf6f68	5310515	1.0
b0ed09d14a462cb2d27327b87edf6f68	5060378	1.5
b0ed09d14a462cb2d27327b87edf6f68	11857408	1.25
b0ed09d14a462cb2d27327b87edf6f68	25573737	2.75
b0ed09d14a462cb2d27327b87edf6f68	1232	4.25
b0ed09d14a462cb2d27327b87edf6f68	15749186	3.5
b0ed09d14a462cb2d27327b87edf6f68	17061	3.75
b0ed09d14a462cb2d27327b87edf6f68	118944	4.0
b0ed09d14a462cb2d27327b87edf6f68	7686667	3.25
b0ed09d14a462cb2d27327b87edf6f68	2118745	1.5
b0ed09d14a462cb2d27327b87edf6f68	16151178	4.5
b0ed09d14a462cb2d27327b87edf6f68	18693716	4.5
b0ed09d14a462cb2d27327b87edf6f68	20564453	5.0
b0ed09d14a462cb2d27327b87edf6f68	6437061	1.25
b0ed09d14a462cb2d27327b87edf6f68	2168860	2.75
b0ed09d14a462cb2d27327b87edf6f68	16150996	3.25
