item_id,user_id,rating
33442,1f83067f68b391c223946dc18c12a36c,5.0
33442,68733119cb46b1f3d8881045ae9ad169,2.0
33442,5e6ecf6b6c1eec1f871d5312dd7f6574,4.0
33442,419d645596370839d4c723c0f8661b3b,3.0
33442,890fe00be33e1e5dc34a076343cfa15a,5.0
33442,fca17c65ce03917edfb59af34d709da7,5.0
33442,ac1f8cb05733d765da3f7b2f30677cbf,3.0
33442,f593fbf0d2c88af279791e1c58902273,2.0
33442,2d79cbc6503a9d0f5522829ea9c87cd7,4.0
33442,3a0fb6f787464811fc2eb85ec711df72,3.0
33442,5d0ee45adc52467172e5cc4fe2cfd66f,2.0
3570687,f45ac1f37f5fca850055457c7fa38a13,4.0
3570687,d06fb30b12da1db7a1e5d596694ed863,4.0
3570687,eed218c9bf8a9792177f38e8a1c49081,5.0
3570687,009bccb682453df45b07e94ce468bfd4,5.0
3570687,8162ba320cea58bc4e757ea1511fb5b7,4.0
24972822,796464c3244a75cb7b27ee7b3a9904dc,5.0
24972822,8617680ab8f48339188829146704c565,4.0
24972822,ebb132d2ed7ece4d8caa1fbcd6432077,4.0
24972822,d73351e7a791a28ec6085cc9ed5fd4cc,5.0
23403242,6ea0e8114efae1d32f30bf25ab26cfe5,5.0
23403242,8d2cfd7a2546cc4e621d8cae5848af12,3.0
25011259,9748a6da34c4b799d1de5c1031faff5b,3.0
18376058,173d17e5dd3028f40caeeadf08986e9d,1.0
28695774,adb248bad9989dfb6a14e75fcd83e283,3.0
9788928,7244830de58e9053b6929ad108c58abe,3.0
9788928,2f1809534c2f100f9c2c411d3960362e,2.0
7893824,780b52a9ec057a458031353110c276f7,4.0
7893824,b616811e89ecd5619efb39334f0af428,4.0
7893824,a2377a7578a8bbc0a46b2e02f930dabd,3.0
10889419,c0535e08d1f01d8df7cb7792108fdf9e,2.0
15944999,79a3a90c6f38d4e783ab380f3f079714,4.0
15944999,5da090c2a6c640105dac11bcce86e9dd,5.0
1193743,8d26937320f266cca083a26bd1481138,5.0
8906588,8e7e5b546a63cb9add8431ee6914cf59,3.0
29410461,905d918f8d6fa8b13786fe0ea60e003a,2.0
29410461,f1751aae6044beb0c42dfd61d7ee2805,3.0
31842679,11c824ed598bc9d922b151b04e72ea21,4.0
23472048,db87c2547de895854ac7d3d0b61f2d2f,4.0
18711268,e762bda9e83f588eda49254131d2a5de,3.0
9813754,95e9f56db696fdc8dcc61e64da16c2c4,4.0
9813754,0d32595fb77c1fcb1a9c1a734fbc3ef8,4.0
808963,8444ed5f25c636065370da187e76f8e5,3.0
35097720,488ad19e14f49c880a45f19eb8f0600c,5.0
8480543,723b75dc8a91c0f14075cdd820e0a795,5.0
24357287,7e6560e14b98f692a56b1292bb9aa59f,3.0
24357287,79e453ed003279b83da11b196006c69e,3.0
24357287,c7e0bd1eb8d8100da5da706cbef60642,3.0
24357287,cc9203c7b89299484b9a6695d947869c,0.0
24357287,7486fc29bb00a3b83f323214f7552ca6,4.0
24357287,3817b178754b9c44f3c43bae44cf53f0,5.0
24357287,dbd7e7962caf2db66b9c7353a143e31e,3.0
24357287,9e1526dc5f2a6711a980bd02471f3982,2.0
24357287,b478cb31600da001f3acdedbb197e2b2,3.0
24357287,4d2aa2a5c3466a8151a7f617252b6244,4.0
24357287,22fc4d41d8bf44f72d9539f25f0e7748,4.0
24357287,b9f816af132f980bfe316587a65bc105,3.0
24357287,5a975290384b97e8dce7fa2722d0a3ce,4.0
24357287,b540f7868c9498c3c6253e9a22f7b2f2,2.0
24357287,d1c5dfb72ce85e5f4155fd147bb6b4e7,4.0
24357287,8cf36e9f5567602c5b3310dc08193bc2,3.0
24357287,5da090c2a6c640105dac11bcce86e9dd,4.0
24357287,b0c580fb801b5a402fbe8301ae7bf3b0,3.0
1474610,f26b612c03be12e1c6a3c181e37b09db,3.0
20808540,f7be66ec22a74a7d929e4152a6373285,4.0
158951,2fa58b677677829de1a2c68183e988fd,4.0
158951,dcccfe60f5bbdae0bb77523e9b36ea06,5.0
34541,667237e8f40c97b8dc2f4e217cf3589c,4.0
34541,2171432f539919a8e5f5039a37b1837d,4.0
34541,d02090eba4c74022bee5a3b661ef487d,4.0
34541,653cd645b91a893401bdf8813f309f49,4.0
34541,7dfc7b6dc84c9aca9f10107ef6ce9d31,5.0
34541,10482d77c9ced0f8498860aa28615608,3.0
34541,d92f95b95d015036cecf4b7ba92ff8ad,4.0
34541,aefe566b7b0715a77f19883c060ad241,5.0
34541,1f754eb2a95c50f046e2b44615fdbbc2,5.0
34541,3365949e26e530410d21ae86528cfa0a,3.0
34541,14177a26c266ab96fa2678542b0b7e47,3.0
34541,e87f2e39ed54ffcec11a0ad13711d486,5.0
34541,71da827a924dfe905a4a559f8e71fdea,5.0
34541,8273fc29780c84559cbd533fc969c0a6,5.0
34541,9d1b0fdf6feaa64d2224f35f7de48c19,5.0
34541,8881f5f9cf8d110494c78521178041fc,5.0
34541,5096731608211f5ab09a1f4e80cc1e3d,0.0
34541,f5b3801760a314546461e5ebfc1ac1ef,3.0
34541,3d6b4bdcbc24184f5631bd4218cbb78b,5.0
34541,e381fe58845c06a504426a161be2eac8,4.0
34541,b823112d174f3974fe7670543c923ca5,5.0
34541,8cfb9278d1420d1b896e36e60ae0400e,3.0
34541,35acc695bae60adeac0d41eacf116138,5.0
34541,8ed9c0e152cacb64ff4fcbb93f7e6989,4.0
34541,d17ad790f680f8a620c59596ba26b80c,4.0
34541,eace0e269a82ce697fd12eb32d6fdcfb,5.0
34541,b32c8bdddd50779976876bd367e578f2,4.0
34541,8fa96a403a80a92ce4dfa3497e498f8c,5.0
34541,d0d94d3d7dcbba059819accde5c7385b,2.0
34541,b0ed09d14a462cb2d27327b87edf6f68,5.0
34541,0b3a888915c7a0958e6fc638cd88d404,4.0
34541,e7fec4c1585427f4f18c1fe4ab0978a6,4.0
34541,8907315a735237dbad77c147619f8f22,5.0
34541,b42e68b3635a698688760f8ddef15e99,5.0
34541,3595b4196794b470026e68eb537eb741,3.0
6610423,0af70badbe3903b40f78513ace524e99,4.0
3515304,1bac118330ac9e814c64d6c2e5b85bc6,2.0
32869967,816724a7a61ea02479e458dedd00ae10,3.0
32869967,96764467fae5985424ca6480f7295e5b,4.0
23010500,da2573c3be1faea8b00c781fcd110935,5.0
708268,80a8ab421e7902071a7f93df6a913807,4.0
708268,3c49ebc7177595ba029b3452f4dd1f52,3.0
708268,208f755b40c269eb40a487f7b543563d,4.0
708268,a974f1a2bffc5cb76389e6ec67807a53,3.0
708268,7ea9c3690a68acebcc4c76a3aa5e6e42,2.0
6789762,203eed97230ffba4d558fd3db15f59a5,4.0
6789762,676acbb19c053b57b4899654ebcf31ec,5.0
24384024,c680cb662f11b41bd280f9771fa526c8,4.0
24384024,a63191ec3433d479965ecad07899ecec,4.0
1033540,365a9a0a6049de2f98fab5e90aeab127,3.0
53236,e32d60c9e15aeb2553111a91ae9b8a09,4.0
53236,9d225986eefc6afc96211b902df397ec,5.0
6738624,57e29c597b2eccd7383a07203b6dba51,4.0
6738624,6a093df3e0c844fd1125b2cea5e4e3f8,3.0
2117354,1c273b24a02769e228c09f4f9d6dd63b,3.0
17356762,9d0e550b96d51541583ddf69f16a8eb8,4.0
33869583,5b6b5cc10b4f863d55fa2f8e34cb3f32,3.0
267351,3339baa833574978fa1ade12328f7ee8,4.0
16587763,af941aae76ff1b9c9b256cbb8ebc2aef,3.0
16587763,3a5afd9379e8fb7e809278c3c8557de1,4.0
24885498,0ed20e400f8b1c3f4d7d9f9594f6bfde,4.0
1744719,1a35a6b51ced131e003a81d6bcc3e6d4,4.0
1744719,c540165aafcb418e9d2e8d81f5600713,3.0
27168415,37b3e60b4e4152c580fd798d405150ff,5.0
27168415,03b4e9ecb018ba1b996e8466f7e43372,5.0
18740399,3e971d46b5b9bc9824ee2e1c3bcd12d8,5.0
18740399,d6ac7f4c205d7496c2c8db670057e816,4.0
6088258,d1e368a7d2870eb6fbf6e0d350568a2d,3.0
6088258,decd65f1188916eb418de24cdbd55e62,4.0
6088258,3b08de7fa9b6d6aecbfe126f6541385f,2.0
6088258,5dae9312c2c606a96efe33e0fd68c4a1,3.0
6088258,02f97f0f76324f04e6b9452fcaeb113b,5.0
6088258,aeea37a379329a1ce817a837d42f16fb,3.0
6088258,51df47c7bc0e21701c8e259a4a3bed48,4.0
6088258,fe1f59ed305edbaea962468f4666e814,5.0
8110878,feafbae6a2cf100c84a712edd03e930d,3.0
8110878,aebc58bbe9e34a256ccb90164a30e20d,2.0
8110878,66a93fab93aa0d1c64692ba0eebbbc4c,4.0
8110878,17f73ea38e97307935c0d3b6ca987b53,3.0
8110878,59dd846a90cc8789586c583b95008392,3.0
8110878,2e9cf5cf95debdcd1ca89ff80fa6bbe2,1.0
29992007,806483fde2745285a7e37e3f46396baf,4.0
8129187,d69935ed03b527d553c979ffa548659f,0.0
8129187,7daf5c59e2b63aa8175bdbc664e7bc1b,4.0
8129187,ef49ea6cd08cae0be4ef11e02d609586,5.0
8129187,802766ebdfb7144b83543ee491aa6c4d,4.0
8129187,14177a26c266ab96fa2678542b0b7e47,4.0
8129187,7bf95b198750691bb5c3e06ef97ead66,4.0
8129187,372cf0fe0b665825c5c48637fc7d9fda,5.0
8129187,f9bdd434c7f1913c9ce6fca30e0363fd,4.0
8129187,983a47418edf1ee5697f876ca16c8403,4.0
8129187,81fbaf14420a019189500b774012c56b,3.0
8129187,77969c5a0915253cfee1ad1ad2f4f5a8,4.0
8129187,31de1c084dda09b5017ebb20b2907ff3,4.0
8129187,acdb660e397aef59fdad12eed540671b,2.0
12963161,c31b43353dff89621abebdbcfa5ee7eb,4.0
872337,c4d7abe5e4252ca8ebc9a3908f2cf038,4.0
20611489,1a2bd7bfdff07f13d57d43dc180920be,3.0
176878,f27a3400d1c66b0ebc5d0b4fab1c5a8c,4.0
18337353,af941aae76ff1b9c9b256cbb8ebc2aef,5.0
18337353,3552dec839761aecf093ccd24be49f7c,4.0
6739737,46b3ef65dd81e5baa0f9f5e0215e3db6,4.0
6739737,35ecb47b3ce6fd9a83a9cd8b3f9274d9,5.0
92491,25eb3f30dc7b362fa601a1a58794a611,3.0
92491,13f48b5d4d762c7d92d7b398b8f0830e,5.0
20256581,47b9494bd4b7d7052be1cc0948859f0e,4.0
20256581,ff6d428e075e07702736c9d047b2c046,4.0
20256581,5c8b551de6c231c6b6029754258bd4e7,4.0
20256581,be1b53aad1cc842ea3d2d94af9bcd1aa,5.0
20256581,d37e71f2ad14fa99dcc0b8ed0b5dbfe3,4.0
20256581,9131e02af6b7d8d2dd23472b264971af,3.0
20256581,97e2ce2141fa1c880967d78aec3c14fa,5.0
20256581,b141284cca9f205b04762cb2f82f6624,4.0
20256581,5dae9312c2c606a96efe33e0fd68c4a1,3.0
20256581,9ed86ecbf6d0073ccfa0aee0e3f82360,3.0
20256581,d946a9aaa488924227a587c91564a484,4.0
355383,d01c64a1dc2f1a6bbbde673768b84137,5.0
355383,cb0c2c57b2ea4cc3d0a4cf1b57b302d3,3.0
310986,06f16256b14f054e2b4d12e48ac14b3d,3.0
310986,b7a640caf2161a725dfd9c8ccd31bc83,4.0
310986,e1f4b54ea48d7c8141cc3e0202cea520,5.0
6521399,df2c75168ab3f59d77a970e2f92868d2,4.0
17789876,c2b59f44c782397612e9af65acf9149a,4.0
6772123,aeea37a379329a1ce817a837d42f16fb,3.0
25639979,b2b6ea5e8dc8fc5c1b62fe1a068ba6aa,5.0
25639979,9a2547269111da2cacc07686f13ade90,5.0
25639979,a108d9d4b1917f31380b3d64c504840a,5.0
24087,1d0a2e8a0eed63d0ab1d0e439bbb3eb6,5.0
18858491,b9e270b882cb2341ef89d4aac95b262d,4.0
5600950,3b03b0e3350e312351cb0c5e7899a1f0,5.0
1298922,e00358dab8f19f2c6f16c48d92cbff86,4.0
185964,8f46119c3733b11b2b4a0f2f5e7c843c,4.0
185964,5444fb116fd2a7c287d2510c2d15bab8,3.0
185964,ce00910749e6ed97cba6e4e063f9738f,3.0
185964,892cf173d379f6ca8e6ef0021a325bd7,2.0
185964,c023c40dfc20bc43f657044f796f10d2,3.0
11413845,944340c787c170d173d01c2644be8da8,4.0
11413845,cb38f3675d72a8f9488f567048d80250,5.0
13624056,fdc4c95ff61ed6f9b80992502e8fdc8a,5.0
8694514,4922591667fd3e8adc0c5e3d42cf557a,0.0
8388623,141d357bed7b9d364406c26f384968d3,5.0
8388623,102cfe222d9baacaf945ebccb253132e,5.0
8388623,3442b933265f6cdb7823c13514df3800,3.0
72766,35e95045e6b75280f633e8ce6e18765e,3.0
72766,7588af9b37028d0a231f575525769bbd,5.0
72766,c6b118db533688db40bf2c8a655e7e49,3.0
662318,b11fb9f8b16ed8c8021fcc2a193a6016,1.0
662318,f1b7cb6eb94b5f7bb8660d9b6723ad36,1.0
662318,24a09a151a120b36b4377a9f594adbeb,4.0
662318,f9efa5dc6f00b68ccf978dff7a910a3a,1.0
662318,8a4260b3dc5bfc374fd750d88dab3a0f,2.0
662318,b7a0f2b922281a2d25b45800090ad267,2.0
662318,d128dfe3901386c4be6834ff906b4383,1.0
662318,75c154ce8c3de9167f31a09a585b1b2b,1.0
662318,a82ebd2d79a0828b04effbd989ed4df4,3.0
935728,284592cc5ef832c0dae42c9f4ca86f73,3.0
25482391,cd3d26d0f07433c7bb38af11538643c9,4.0
6509401,2ff457558ee788d8abbb888a593b5766,5.0
9523622,60500049c3b25078c02e1e5ce164789a,4.0
17266864,68ecc072d9a5b790d31ece656c692233,3.0
122175,f6a0168eace2f9c9744e4e5e9253e1d5,0.0
27804672,f27a3400d1c66b0ebc5d0b4fab1c5a8c,3.0
23391690,b84d376e513dc25d2dab070bffe0a97a,4.0
1050427,10413f4b56d4cb80060618600ca20faa,4.0
3261082,894904b3468afc9c0cafa7d36bff8702,4.0
28585718,2643282f5a2a639de74af0ef92823cc2,2.0
3432009,b11fb9f8b16ed8c8021fcc2a193a6016,1.0
3432009,6e8c7b7d6e802e3075a01c01bc04f949,4.0
3432009,1e7fd0f2ea425b35f5c07a2000095fe0,2.0
32801213,137baad6525a850f81dfd44a53a0c91f,4.0
31820682,3edd4bc961beccae8c12b8084e7f8c78,5.0
1627740,09e3143d79f4b3eda2c74f6cea4bed9e,4.0
1627740,116f1d19be3fd10e03e413dfb6a2e309,4.0
25986876,4922591667fd3e8adc0c5e3d42cf557a,0.0
20628038,666a01111f672fb40ea1cb59ba77e1c8,3.0
104260,84128e5cf578399ac15d8af949ae0ed2,3.0
16071770,1be304fe598f26c824c85a86877ae100,4.0
16071770,874a587dea7bd35d41abdcd8517537c1,5.0
55694,fa3beefb57161f09856bb8ffe4d0b83e,4.0
55694,822f22559b3905bdb16d03625b2729de,4.0
5213568,fb215262c84f36377cd750bdfbb47159,3.0
5213568,7edc340ee7f955d0c0139da9e0f7ad97,5.0
5213568,fc489adadf102dab0558d4fe6a9bf22c,5.0
6734757,f6736ef1a241832c8819bfcd6b3bb40b,4.0
6734757,50cd40330352347262738df0f2bb61f8,5.0
6734757,15344ed1f5031795e25fd69ce31e6ae4,5.0
6734757,55996332e5b74156ddb0533415c90b6e,4.0
6734757,19c4c36c12bc4df6e368ea05aec68e6d,3.0
6734757,ba253217bb2311a44e94e37d6534d038,2.0
6734757,0c8df38c613b91dd032654aefac60b35,3.0
6734757,b997bfd377709d5f02fbe0599208b503,4.0
6734757,d7d1bc0afaa90ff19dde95b9382213ef,5.0
6734757,b44742c23085b7dccde6071464ce53ee,4.0
6734757,a4403e3e52531bcb2d043de56b638824,5.0
6734757,fe4a27c622bc3c35fecc13b0ba4627bf,3.0
6734757,12ca76f5fc770fabd87c27ff33550cb6,4.0
6734757,92e9e324301bf970ee7b1197f466a64f,2.0
6734757,d27706ca7a5b9c9ca404783a9450b3cf,5.0
6734757,00d40ea21d1c012c796a7f913e290457,5.0
6734757,735d2d4eedff4697c3f6f5f4aa90a596,3.0
29724082,9f1a8940622afe5b9ef6a5ed507afda3,5.0
1241996,97e2ce2141fa1c880967d78aec3c14fa,4.0
8664143,c6c5bf31eb2082477383409c5725f2de,4.0
383269,11d9c30d9e18a7b187bd3852eb1f0339,5.0
18078033,f6dba3d3113eb51e3ec1b76bf79c2257,4.0
18078033,0e4f329fe795f3640926761388237af4,5.0
18078033,203b92d278db131986eaced8585b60f8,5.0
26009025,c727fdad4a70ee872eda823553e3f096,5.0
24595845,0223a9592bfaf2edce5a348a293c254b,5.0
24595845,611ef8902955f7a0daaadee99b5076df,3.0
24595845,e034b7b2458b3b0002e5534e625950e5,4.0
24595845,47ae96568397b55bfb1836b88ba9eaed,4.0
24595845,43978900c9a8ce6f4767db6a6cd21ef1,4.0
24595845,972ad7e9462c5c68850a5a78e31d2f7c,4.0
24595845,9d420de7d1640b66aaab06a65329007b,5.0
24595845,cc3ce566b0313a2f02d6ab246c990bce,2.0
10954617,22fc4d41d8bf44f72d9539f25f0e7748,4.0
582004,c7e0bd1eb8d8100da5da706cbef60642,0.0
23494732,60debf1879d7e010429dd8d2e1305049,4.0
35281717,e44064f3fc12b49147d7c380e75fe458,5.0
35281717,992456c778553f5efbf46439c6b5be09,4.0
35281717,121a631beecee66bf9f0760a2c3e3565,5.0
35281717,b131b2868da1c455d18ff08b9aa42d67,5.0
19104164,02fe8f1c1f1a8e7ea5aebe3efb146c40,5.0
26808717,6a6047a422aac7e90ce78c5d33ce3365,3.0
26808717,73528fe135be6cbe953433c0c87a2238,0.0
20549525,1aa8c93789f2f5b08863115f71a43454,5.0
20549525,3ae0a0cd97dd4f69577b5d029a7db1ae,2.0
20549525,410e2d7f3923cb03a907cb7497685877,3.0
20549525,0882497d3032e06fd04345c7b8ea15ed,4.0
20549525,26c8bc1371a3246af5ef2398d4a7fa27,5.0
20549525,7756a4d144d7e0ca340b84ea1023c12b,5.0
20549525,5e2c7c8185d6a88ed1df9efb796448af,4.0
20549525,526774f5d75b2f20ae57ad3e243e4b6b,3.0
20549525,5b6b5cc10b4f863d55fa2f8e34cb3f32,5.0
20549525,6194431dcf5990c167217e3dcb15e10b,4.0
20549525,58f7e17d97b37756d96acd4dca3d2e5e,4.0
20549525,c3df8f2a9dba400ba2a13692d23f70dd,4.0
20549525,28faeba314bd7c1a41ee30725f0988ba,4.0
20549525,cc0116deacef078f576ca59c5461f40b,4.0
20549525,3b81b799ed13f48594b80f4c3c508f0f,4.0
20549525,bdfad7d5383a170d57753fea0313d37c,5.0
20549525,2e3b603c107e84fccfd7ac1771e26e7e,4.0
20549525,705db5fb6d7b8a63366e4d97c902c0cb,4.0
20549525,6df4b16a9b7c6eaac4a2f37e47687800,4.0
20549525,332029b5bdfb97d2b450dc5ba97f24d8,5.0
20549525,1033aca27421fd04bf9b6b9afa8d5b14,4.0
20549525,b3656dfbb58c6eeade406da7f8bd2007,3.0
20549525,f5c084cbc33f406ae035c298644a9cd4,5.0
20549525,ea34087017122f2e95201ca123f89bd5,3.0
20549525,259330546d9ad6988d69059ec029532c,4.0
20549525,09a5ca4f5168e3a5bed6dc15ee176d39,5.0
20549525,75b816fdc0960d7f854374ce172c8d8b,3.0
20549525,2cf859f98d09c2ea33460f9d9ac2b525,4.0
20549525,6fa453a453ddbec7a754528dce1633ea,3.0
20549525,5db54eb3726b86ec3a54dc109fad8755,4.0
20549525,116309f4a65a6a2925296a3f04a2fb56,4.0
20549525,b5af2b0dafdebb8aefb9fd4b0ce8bc0b,5.0
20549525,0a52ed881d9732c2758b4505956eae78,5.0
7543670,962ee955aadf56a8e00014b8776b9a93,3.0
7543670,698d98630e606b22a846a84b296c186b,4.0
7543670,b5b2cad73ee295b325dda690ec64cdc0,5.0
7543670,347b6bafa208c52d80bef158c2e0168a,4.0
7543670,002a023d3de233b4bd3ec4fc3e9c581a,5.0
109378,31bd0948b5d3893f1ad4c4b045c114ad,4.0
109378,94199afe01aece862556f6ddeed67fa5,3.0
109378,d2eb590f7e3b2f4627e908b2264af026,4.0
109378,db9da6325570b156f5ceff75247c9e4c,3.0
109378,12be94a04f44ba4a891342b8ab51e488,3.0
109378,251ac7c679d030af6bd928c48fbb2932,3.0
109378,26f45c5823ba40d79ffb8d4c2a74b7e2,3.0
109378,2120d90433c242c1bebc3973e8eadf6c,1.0
109378,d9f60fd1675161f2fe6d20d299a548f9,2.0
2889849,0a53b7d96ab029d940ad05f1de083735,4.0
2889849,4344c1f7636f7e967fc5f04c192b17c7,3.0
15772433,0618b46038df536d2de4e2cadc4eb076,0.0
15772433,dfce5c7c2b94da744bf5494bf6c1a408,2.0
6490389,17d4919d15770300aec77e1d760dbfad,5.0
6490389,3c507e20dce5d6e8ef49f93251345923,5.0
6490389,de1cdac4bf43ee8f52ea324184a44583,4.0
6490389,b688c806dd312c1fa416b0b8da408a7b,5.0
6490389,fe38bd25381bd03620e93dd1fd34455b,5.0
6490389,05827261cda1a4edcd5a51b6e411816f,5.0
6490389,f7b3aa36aa4f0a7c6d3295eb6d9dde91,5.0
6490389,438ac07652cb690780862535f4e51c62,5.0
6490389,28a7fff84079460976ae7727d3291342,5.0
6490389,76d0c4c16b97a15fc0768b822740597d,4.0
6490389,818f48db31fb78f640f428c0be829451,1.0
17668078,68f9915717ccc347b5f46f1b11ec40fe,5.0
17668078,c84807d576e92c3746180ec064fbd440,4.0
17668078,db87c2547de895854ac7d3d0b61f2d2f,4.0
17668078,d6194d2720cb74a6d1d0c727dbc3b4de,4.0
17668078,8fc8e7aebcebdf193b97790296145fdd,4.0
17668078,e1b3b253029a5f3e7baa24d99cffba83,4.0
17668078,21fca496365f8e256fb1880b9aab6207,5.0
17668078,2b5223bbc6d23e86870435a6424d57d7,4.0
17668078,0882497d3032e06fd04345c7b8ea15ed,3.0
17668078,9a3cd8c15977c365df3ce12cd815b989,4.0
17668078,d0ed80acbebe91de91c548c2b3a13771,4.0
17668078,e43c02c9764431502e03e8e4209f0786,5.0
17668078,6aee535237fbbef96c53579b955b4f87,3.0
17668078,e05870dfaa5663fc01a04a9184432641,3.0
17668078,7c175dcf1465ed40407e2b0a17797cec,3.0
17668078,072f86ae4b8fc88e8f907c2c34f6aa60,4.0
17668078,a7d3e0ddba03650f09480fb142f36d7f,2.0
17668078,58fb48ccdb590466e1b9870ad2444f1d,5.0
17668078,a6285be6ee5e39c74be4378671ed3929,2.0
17668078,697d4f0b8c46dc34a00a3e98239dd9c4,5.0
17668078,abc8898199617c1b132289f7e18ea74d,5.0
17668078,3cc1a63515b79536d4b907c78e896d83,2.0
17668078,987d574d55ee1e94bad5fd023994f54c,4.0
17668078,353998fa9e31cb6feb0a7b15a23a2605,4.0
17668078,04f9f2d1f14d7b283fef1d60b08333d5,1.0
17668078,4424b654fa95e9724482d6a7bbfbb8c9,2.0
17668078,9a176d0fc06c0247c8eae37a8b54e7ba,5.0
17668078,9b84a9af733393ee35090458ca161fdf,5.0
17668078,6dcb71b67c96f5f25982c4f3147f2bcb,4.0
17668078,8c9d18753b30d2c62c1786c2daee09d2,5.0
17668078,4ad272c41af8a81a381278a7587d14a9,3.0
17668078,00fd236a719e487b4eba6539b87cb4f0,5.0
17668078,358aa9ad84e840bf87b9f2b6dd84b6e5,1.0
17668078,37f9f5f60e14ab84a26153b80748e562,5.0
17668078,bb1266acd6c2c326f42ac083a4e5ae80,3.0
17668078,d086499a3b76fb65137de170a6059853,5.0
17668078,76446c862536b4d98c5ddadce09e5b5b,5.0
17668078,91240b541bed0159c0af2015305544e7,4.0
17668078,45edc22bced1f8e7b402d8bfa90b22a8,5.0
17668078,2e6ce7bccda49c5e425f7f7733776580,5.0
17668078,63afe81c2e1aea7fee8f5d88f27c9651,0.0
17668078,f9a9c93d44b92bba276e4e4dd6782f02,5.0
17668078,ab902d57bfff8ae2f7a63e11e940d1f7,5.0
17668078,497ed377d6e4deaabda5542640dcefa9,5.0
